Dimension,State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
DummyDim3,NE,60,786,135-5405,no,yes,300,7.03437247,5,7.03926488,6.42310963,3,5.36577879,2.05234404,200,6.49011872,5.29724095,6,2.85430511,6,True.
DummyDim3,MS,158,778,250-3562,no,yes,400,8.77009912,6,5.42440844,6.01202829,4,6.42923654,4.99255607,150,7.03630019,3.99889293,6,4.06659497,4,True.
DummyDim3,MD,182,776,517-1226,yes,yes,500,11.5411503,2,9.23061332,6.99410597,1,8.75779927,2.9160502,150,4.1218446,6.38859522,8,10.1275068,2,True.
DummyDim3,MO,122,777,107-6947,no,yes,500,2.89299194,3,4.07396376,3.25549317,4,4.1772321,4.59401588,350,4.25565648,5.94273248,8,0.69291273,6,False.
DummyDim3,NC,191,786,725-2142,yes,no,0,4.68585494,4,3.30276656,5.09060459,1,5.28754151,5.3710667,300,5.7540836,5.95140982,5,2.27407236,8,False.
DummyDim3,VA,115,866,579-3789,no,yes,400,6.77365711,3,7.22632375,7.33634751,3,4.89565589,3.84655505,250,5.48386535,5.14564174,5,5.52935718,6,True.
DummyDim3,IA,172,736,240-4528,yes,no,0,0.94915495,6,3.4328243,6.25456476,3,3.29256098,3.1787088,350,3.3370787,4.49963812,6,3.96364254,6,False.
DummyDim3,OH,157,797,602-3569,no,no,0,5.33754199,2,3.78713826,4.94000535,2,5.40012549,7.10367888,300,4.63021647,5.5768852,6,3.55256158,7,False.
DummyDim3,ID,3,736,871-7466,yes,yes,500,2.97201185,6,3.35797158,2.48848454,2,6.23766736,2.92948541,200,4.03891359,2.23502144,6,2.51266642,6,False.
DummyDim3,LA,32,766,839-7846,yes,yes,100,7.22461194,1,9.54673735,7.90266932,9,3.28114249,5.66143991,300,4.46266016,4.84812984,5,5.54246381,4,True.
DummyDim3,NM,191,787,427-8374,yes,no,0,8.29742837,3,6.2196789,4.70015069,1,6.23335129,4.26918752,100,6.7438538,6.72379403,5,2.22411828,7,True.
DummyDim3,NE,153,786,541-6479,no,no,0,2.961613,1,3.09175987,4.53821524,2,4.42896374,3.19971491,350,4.19067452,4.02704456,9,2.29621325,9,False.
DummyDim3,VA,112,866,459-2372,yes,yes,100,3.02187672,5,4.02960253,5.99499567,11,0.40666486,5.74621006,350,0.62993835,4.93996256,4,6.846814,1,True.
DummyDim3,CA,176,676,609-3168,yes,yes,400,1.54592583,3,2.94602164,4.61903354,3,1.16578779,1.66684222,300,4.74432773,5.10435641,4,2.17546907,6,False.
DummyDim3,AL,95,657,980-4251,no,yes,500,7.22622661,2,3.03032095,8.6322338,4,7.81422461,3.7435834,200,5.22156604,4.73661166,5,9.45759016,5,True.
DummyDim3,NJ,162,787,278-7750,yes,no,0,10.0490079,5,6.86681381,4.81131108,3,8.58275268,4.84989397,50,6.01696997,6.25410531,4,7.21461703,4,True.
DummyDim3,MS,2,778,710-4973,yes,no,0,4.42666498,4,3.87507194,5.50861203,2,4.77740841,5.11647496,200,5.5349646,6.38770209,4,3.51404188,8,True.
DummyDim3,NH,47,787,252-3399,yes,no,0,5.26631148,2,6.27664771,7.07486147,1,4.01890903,1.99191587,300,4.80497863,5.11730449,8,3.74602148,6,True.
DummyDim3,OR,27,798,682-9287,no,yes,300,6.37962565,3,5.82295147,5.69211629,3,5.07032313,3.78401658,200,6.04178015,3.55317744,5,3.59386989,6,True.
DummyDim3,DE,62,686,434-9549,yes,no,0,2.62994102,5,2.45222401,6.70038104,1,2.40347992,3.95827529,250,6.79743026,4.66507443,6,0.83357362,9,True.
DummyDim3,NJ,10,787,557-7131,no,no,0,7.65802578,5,5.56753467,5.4668665,4,5.09619867,4.86804207,150,5.20114606,7.17972237,9,3.96177382,3,True.
DummyDim3,KS,128,758,856-7275,no,no,0,12.467044,5,6.99759998,7.06931406,2,9.06985154,4.30303352,150,8.32661708,5.23499611,5,4.51495643,5,True.
DummyDim3,NJ,104,787,384-2180,yes,no,0,3.81141161,1,2.31367993,4.7997043,4,0.76934487,4.5196462,300,0.7240013,5.54144224,3,9.72719137,2,False.
DummyDim3,MO,193,777,124-8374,yes,yes,300,6.20756273,4,4.88089024,4.82182366,0,5.77518529,2.74979132,150,8.54108551,5.04293991,2,1.32930635,10,True.
DummyDim3,CO,173,677,763-6848,yes,no,0,9.48786377,5,4.89637096,5.83996224,2,7.12601766,6.75365185,50,5.16799276,6.05136903,7,6.59232927,3,True.
DummyDim3,MT,89,778,750-4293,yes,yes,700,2.32490372,2,1.44675888,1.65662442,2,6.78504938,2.34001945,150,5.50476306,6.61926657,5,1.11488189,8,False.
DummyDim3,NJ,169,787,585-5905,no,yes,500,5.58167784,7,6.09627187,7.21132462,6,5.23360714,5.54513362,400,4.43854914,4.35788896,5,4.24315806,6,False.
DummyDim3,CA,6,676,313-3546,no,yes,300,6.1416647,1,4.73559215,0.90923521,4,5.41042726,6.77136006,200,6.83860723,5.11911577,4,0.05028575,7,False.
DummyDim3,MD,87,776,744-8444,yes,no,0,0.86020457,2,4.14601879,3.25435294,5,1.63218212,3.99157147,250,2.0586138,4.91361458,6,4.28965637,5,False.
DummyDim3,SC,52,836,203-9537,no,yes,300,6.73192933,1,4.31978204,3.5477926,2,8.31327953,3.12409253,150,6.99975595,7.21982036,0,5.90382346,7,True.
DummyDim3,OR,74,798,126-3685,yes,yes,600,0.08056293,6,4.06863483,5.53918725,4,3.35910615,1.29901692,250,2.64897721,6.05693831,5,6.92757342,4,False.
DummyDim3,IL,136,737,503-1851,yes,no,0,0.43939038,3,1.27939221,0.95052727,0,5.21557259,3.45645856,350,3.70298476,5.03325439,7,1.86506656,6,False.
DummyDim3,DE,4,686,449-4724,yes,yes,500,13.3935167,3,3.45928194,7.93727309,6,10.0081536,2.8857074,50,8.20789405,4.49988253,11,5.12558628,4,True.
DummyDim3,WA,112,876,353-9920,no,no,0,6.72482634,1,10.4093394,6.2068221,7,3.08610898,1.81906216,350,7.69825049,4.80890608,4,1.167366,9,True.
DummyDim3,AZ,180,659,362-8664,no,yes,800,5.05570112,1,5.49634659,5.83072982,1,4.35674094,4.92121043,350,3.93200898,4.50751689,7,5.00829336,7,False.
DummyDim3,MO,92,777,952-5023,no,yes,500,6.31449905,6,2.91115226,5.73322974,0,5.77793928,4.34418062,100,6.65826325,4.97666796,6,3.09270827,7,True.
DummyDim3,MT,176,778,432-8133,yes,no,0,3.56782266,5,1.48728335,2.88982282,5,1.79758313,3.6104591,200,2.42280573,5.16353599,1,5.9769024,4,False.
DummyDim3,PA,33,806,291-2228,no,no,0,9.62264593,4,5.8964469,5.99039571,1,7.81388518,4.73749192,100,6.99321861,5.73509708,4,5.81877533,5,True.
DummyDim3,NH,7,787,636-9136,yes,no,0,3.97449392,7,3.54914288,8.62318738,1,5.6297665,4.03862966,350,3.87437242,5.95193312,5,6.50560946,7,False.
DummyDim3,HI,7,727,642-3590,no,yes,700,2.59476819,4,2.55268281,5.29928018,1,1.69792736,0.87459226,300,1.60516856,5.30826982,7,5.44359851,5,False.
DummyDim3,OH,173,797,652-7632,yes,no,0,9.58830503,5,2.35434523,4.52156981,0,8.93668832,8.07183997,0,5.02776588,4.28373822,5,9.55696537,1,True.
DummyDim3,OH,95,797,880-5403,no,no,0,8.56097101,5,6.03228661,5.65371997,1,8.61129542,5.18821224,100,3.22179724,4.75857801,5,11.2692844,2,True.
DummyDim3,CA,81,676,379-7746,no,no,0,1.51848949,0,3.95113462,2.09946456,4,2.66023828,6.30347969,200,2.76654029,4.84332488,5,6.52603253,3,False.
DummyDim3,VT,142,868,924-5172,no,yes,700,1.17977534,6,1.80941562,7.07394971,1,4.32182335,2.72446795,250,4.12723851,5.15632318,4,5.83803467,8,True.
DummyDim3,ND,80,786,932-6464,yes,yes,100,12.1524399,3,10.2523176,9.61032478,6,7.43945356,4.24082876,300,6.13367543,6.03352094,6,7.16425555,3,True.
DummyDim3,CO,104,677,248-9267,yes,no,0,0.63733361,5,2.41081729,4.40042327,4,3.42451977,4.11929802,250,5.38353702,3.64466407,2,3.73342992,6,False.
DummyDim3,DC,128,686,890-3691,yes,yes,200,9.16412252,4,6.12086836,3.82794756,1,7.8671168,3.50366102,150,8.37909056,4.76691213,3,2.17857498,7,True.
DummyDim3,DE,112,686,496-8187,yes,no,0,1.15907025,6,2.87175537,4.19838199,3,4.2750581,2.41883773,250,4.42156357,5.20791494,5,2.44355483,6,False.
DummyDim3,OR,50,798,805-3673,yes,no,0,9.08100749,1,6.94794963,2.7316887,7,6.01337846,10.1833785,250,4.75248982,5.19311009,7,2.97088415,5,False.
DummyDim3,VA,178,866,778-4823,no,yes,200,6.0230333,5,4.83522312,5.38291227,0,4.90805724,1.0419511,150,8.62491547,5.11007839,6,1.98314912,10,True.
DummyDim3,MO,76,777,715-4000,yes,yes,200,2.39474776,5,3.34809834,1.7808201,10,1.2097211,3.96626331,350,3.27170989,2.68060567,5,0.77513077,4,False.
DummyDim3,MN,64,777,779-5365,yes,yes,200,9.84754807,2,10.4635594,7.68986408,5,6.06424272,3.12706943,250,5.43926501,5.37219113,6,5.54241001,5,True.
DummyDim3,MI,193,777,957-8421,no,yes,100,4.18774886,2,4.46945595,4.62645173,1,3.14128977,3.2097432,200,8.03588419,5.53610036,4,2.12225596,11,True.
DummyDim3,ID,54,736,405-7418,no,no,0,1.14326881,4,5.37791353,3.71213321,7,2.42420237,4.34220938,350,2.51558582,4.39206026,8,1.51625302,6,False.
DummyDim3,FL,124,707,626-5182,yes,yes,800,3.03272301,3,0.7844918,1.20100627,1,7.34412578,4.98754657,250,5.0566833,6.21451588,4,3.35418967,7,False.
DummyDim3,FL,88,707,157-8772,yes,yes,600,5.67348557,4,3.09892082,5.47656233,0,5.36355672,4.54033664,150,5.68564022,6.8184713,7,3.95761003,5,True.
DummyDim3,MN,167,777,765-1370,yes,yes,300,10.5042307,5,4.43810679,7.29352919,0,7.37482847,4.79143684,100,8.25591091,7.23175299,6,3.0657536,6,True.
DummyDim3,CO,67,677,311-1200,no,no,0,5.61109129,2,5.26332814,6.41346129,1,5.07257682,0.39791886,250,9.53500338,5.14514276,4,2.00159357,12,True.
DummyDim3,NC,198,786,550-7124,no,no,0,7.03144092,6,4.32949983,8.98131391,1,4.31561994,4.73653979,250,7.82047661,4.34845341,6,2.14327623,8,True.
DummyDim3,NV,29,788,993-1189,no,yes,300,2.18761029,5,3.03712063,2.41254665,7,2.02879548,2.3539672,250,3.21095093,4.41260539,3,4.29616279,3,False.
DummyDim3,OR,154,798,389-1775,no,no,0,7.07826089,3,4.65958485,4.54882354,1,8.16025466,3.41441273,100,4.08648725,7.25712377,6,8.65490009,3,True.
DummyDim3,NC,72,786,845-9231,no,yes,200,10.6318533,4,8.42425669,5.4059125,6,7.08882977,5.10266058,100,6.18612374,5.09736756,5,5.2631922,3,True.
DummyDim3,MN,196,777,916-7398,no,no,0,1.82464925,9,3.75537045,6.94428185,6,4.82067031,3.54179178,350,3.83748858,5.02409096,4,4.97710209,5,False.
DummyDim3,NH,167,787,711-7249,no,yes,200,9.84922199,0,7.72702157,11.0390894,0,6.81949666,2.17442607,400,5.77455536,3.91278776,7,7.646985,4,True.
DummyDim3,CA,38,676,912-4327,yes,no,0,10.6706125,6,4.79615574,6.99743758,2,7.53863414,6.06782591,100,6.89754272,6.33179996,7,5.44289286,3,True.
DummyDim3,OR,117,798,918-8613,no,no,0,0.78380525,1,5.66270045,1.15799238,8,1.54976723,3.86770425,200,4.2685256,7.17781656,4,2.31559739,3,False.
DummyDim3,RI,79,827,787-6132,yes,yes,300,8.61037683,2,5.93034747,7.40108491,3,6.36073646,0.81636356,150,7.29905463,4.93431127,8,1.85632423,9,True.
DummyDim3,LA,147,766,606-7046,yes,no,0,0.02109913,3,4.14844804,6.38817177,4,2.53270796,4.9795916,300,1.03959547,4.01808167,4,10.0968072,3,False.
DummyDim3,NJ,83,787,388-7101,no,no,0,5.23031302,5,6.56704025,7.31676623,1,4.43759634,0.9577309,200,6.82098317,5.7813756,4,1.52471526,11,True.
DummyDim3,NM,48,787,303-6425,yes,yes,300,1.82118668,6,5.67307807,7.12099758,8,2.68778013,3.36937253,300,2.73466016,6.11914919,6,6.20244514,3,False.
DummyDim3,LA,68,766,657-4355,no,yes,100,1.48114911,5,7.44093567,9.73618389,13,1.61910079,2.11628361,400,3.3987096,3.81887288,2,6.93435477,2,False.
DummyDim3,NH,111,787,718-5762,no,no,0,2.96212429,2,1.7434398,4.3793406,3,1.72268722,3.74110835,200,1.18327721,6.00613732,3,9.74820017,2,False.
DummyDim3,KY,182,758,511-6793,no,yes,0,13.0193252,3,10.1916949,6.21416362,4,7.72834831,2.17561507,150,8.48673218,4.68864648,7,2.09724725,5,True.
DummyDim3,KY,51,758,730-8650,yes,no,0,1.47237011,4,4.21048499,3.79176464,2,4.18869262,1.49761479,500,3.66724627,5.22955206,10,0.23861731,8,False.
DummyDim3,OK,6,797,484-5565,yes,yes,700,3.94498162,6,2.87973678,2.8313421,7,2.00061252,1.67948636,450,1.28145089,4.4290517,7,3.02546591,4,False.
DummyDim3,VA,166,866,401-2079,no,no,0,10.25022,2,10.2537466,6.67844692,5,7.02347869,3.06189304,250,5.97720218,5.34802673,5,5.58935848,4,True.
DummyDim3,OH,128,797,845-1753,yes,yes,600,6.92073093,1,7.28789953,5.7186255,4,4.93259725,6.24162163,200,4.19568623,5.47387847,5,6.99130423,5,False.
DummyDim3,NV,7,788,179-4577,no,no,0,8.78966308,4,7.80972571,8.08205686,3,6.30964749,3.13342669,250,6.50568288,6.49135766,5,4.63166588,6,True.
DummyDim3,TN,117,847,576-1399,yes,yes,400,2.20258519,2,5.88065595,2.74697938,11,2.78884178,7.85789559,250,2.19716888,4.39357311,3,7.3835469,1,False.
DummyDim3,AK,24,657,549-8963,yes,no,0,6.77601402,2,6.07327626,4.50565377,2,6.18711851,4.77836773,150,5.57814807,3.93361788,3,5.26088066,6,True.
DummyDim3,MS,48,778,868-7769,no,yes,500,2.52128548,5,0.66898714,3.6501198,2,2.86094926,2.29138609,350,3.98376793,4.82334316,3,4.02435979,5,False.
DummyDim3,DE,73,686,418-8027,no,no,0,1.61432565,5,2.59340655,5.73686586,3,5.09661788,0.73417938,300,3.81717002,3.99092089,8,3.9223941,9,False.
DummyDim3,AR,121,658,839-4138,yes,yes,400,7.52130795,5,6.79576761,4.69252483,4,6.05878015,4.23085899,150,5.89354619,5.4392949,5,4.22889622,5,True.
DummyDim3,ID,16,736,611-9925,yes,no,0,2.21351609,2,2.73352615,0.32089245,4,2.28686289,3.28093111,200,1.80517708,4.9244931,5,4.64986192,3,False.
DummyDim3,WY,93,878,192-4621,no,yes,500,2.23503608,3,3.05761839,0.4565916,5,4.88972847,7.11198822,200,3.21714897,4.35878071,5,3.82959893,4,False.
DummyDim3,WV,159,878,558-1303,no,yes,700,1.62024896,1,3.47027647,2.75127779,0,3.96362922,3.92665593,350,3.85576308,3.66220816,7,1.72278449,8,False.
DummyDim3,IA,128,736,316-3284,no,yes,200,4.51797731,5,5.26198468,6.92312164,1,3.48425961,1.97961503,200,7.03539369,5.09127559,5,0.02228374,10,True.
DummyDim3,KS,48,758,554-9513,yes,yes,500,7.65674452,6,4.89102245,5.09985914,0,7.14481526,3.05213413,250,7.63651079,5.20419516,6,0.14745565,9,False.
DummyDim3,MI,37,777,350-3855,yes,yes,300,9.14379267,2,7.47666813,8.21295932,3,5.51877458,4.4807399,250,5.8655017,3.988289,7,5.35589295,5,True.
DummyDim3,PA,146,806,786-1113,yes,no,0,7.65043894,1,7.06883731,3.57484628,4,4.55668004,4.19060576,150,6.88433904,5.11363675,7,1.32818731,6,True.
DummyDim3,WA,140,876,103-7376,yes,yes,300,7.21614688,2,4.65754095,6.25896494,1,8.0702393,3.7039408,200,5.93609414,4.28588422,2,7.84581241,6,True.
DummyDim3,AR,168,658,713-6512,yes,yes,500,2.66620113,1,4.53799747,3.10843957,3,2.7837783,5.53932465,250,4.55711547,7.08835885,5,2.56328493,7,False.
DummyDim3,MI,42,777,312-5838,yes,no,0,7.59355513,1,6.78413513,6.33512352,0,6.86195926,2.33551893,250,5.85243531,6.18125932,4,5.54006976,6,True.
DummyDim3,GA,40,716,350-5720,no,yes,300,3.05427603,3,5.0976103,6.92341705,6,2.67386741,4.72274695,200,5.59336258,6.36104611,1,6.86004403,4,False.
DummyDim3,UT,173,858,207-7585,no,yes,400,1.28927913,2,5.4311836,5.21614662,5,1.33690594,3.91963003,350,5.29080595,5.45297388,4,2.00204653,8,True.
DummyDim3,NM,8,787,368-9740,no,no,0,0.12561287,0,6.04420337,6.56885839,3,0.55428888,2.06336351,500,3.74736091,4.53990923,6,2.32340198,8,True.
DummyDim3,DC,115,686,736-6866,no,no,0,15.3271361,5,8.783772,10.4034591,0,11.4033345,4.10049373,150,5.45828726,5.89225889,7,11.565868,1,True.
DummyDim3,WY,166,878,669-4904,yes,no,0,6.67721248,6,4.16587118,5.0013492,3,4.70462177,5.71200644,100,4.64144953,4.86358189,10,4.84569907,3,True.
DummyDim3,MI,120,777,922-8071,yes,no,0,8.75243079,4,5.46018846,8.17913316,1,7.44856243,5.84304812,200,4.35640265,4.52698492,5,10.0235866,3,True.
DummyDim3,ME,62,776,879-9906,no,no,0,6.26742226,1,8.44980663,6.95513906,1,7.07926875,0.66537966,300,6.02711773,6.06770573,0,6.09927797,9,True.
DummyDim3,NY,23,788,138-8920,no,yes,200,8.13382571,4,6.69446522,4.49810534,4,7.29897607,4.09943308,150,7.02726659,5.68038175,2,4.14468953,6,True.
DummyDim3,MI,32,777,559-7087,no,no,0,3.41471566,2,5.03278321,7.49022694,4,2.49524452,5.08297818,400,4.78488265,4.95159781,6,4.57285214,6,False.
DummyDim3,OK,168,797,526-6287,no,yes,500,1.54510843,3,3.36159186,4.25723039,6,1.63001984,2.59207419,400,3.21427892,3.61700984,6,2.65679474,5,False.
DummyDim3,OH,151,797,883-3238,yes,no,0,4.95573838,3,4.47361017,3.58468878,1,4.88891159,3.5389179,100,6.23012372,4.61592339,5,2.7088648,7,False.
DummyDim3,NH,193,787,504-9321,no,no,0,2.02957405,6,1.90769806,3.96590675,3,2.97880049,1.94595175,150,3.78834081,3.52012732,1,5.99368378,5,False.
DummyDim3,MT,175,778,250-6004,no,yes,300,8.82141193,5,5.03113543,7.26766059,0,7.12267554,2.06581652,150,7.75168502,4.84957837,6,3.13262787,7,True.
DummyDim3,AR,6,658,559-7878,yes,yes,200,8.85587408,2,7.24625633,7.4060544,2,5.11388701,3.87371388,250,6.71316746,5.78409261,7,3.12353401,6,True.
DummyDim3,MD,192,776,389-9079,no,yes,300,6.67709949,5,2.92848132,4.53856994,8,1.42441869,1.45605386,400,0.76340776,4.30109387,5,3.85504212,4,False.
DummyDim3,NJ,44,787,929-9077,yes,no,0,3.02469044,3,5.57932597,4.45394712,2,4.85823121,2.34201126,300,4.98055004,4.76595301,3,4.74667196,7,True.
DummyDim3,NC,128,786,199-5941,no,yes,600,7.36086145,4,6.22085989,6.43320843,0,6.41701904,2.48674237,250,5.58042309,4.64671995,7,4.06930766,7,False.
DummyDim3,MS,134,778,572-5466,yes,yes,0,13.241038,1,9.14584969,6.77663577,1,9.23532936,3.34576865,150,7.26635442,6.2974008,6,4.63224036,5,True.
DummyDim3,VT,97,868,510-5707,yes,yes,600,7.01900092,7,2.08417389,4.64978686,3,7.68893574,3.57113885,0,6.74066254,6.2901671,5,4.48032067,7,True.
DummyDim3,DC,120,686,817-1320,yes,no,0,12.1875604,0,8.92786392,6.30016968,1,7.27918251,6.26759111,300,6.43979431,2.74098247,8,4.80190257,7,False.
DummyDim3,ME,164,776,823-2642,yes,no,0,4.78631359,4,7.19768351,3.18688872,8,2.79144096,5.25476694,100,5.61466145,5.09013705,4,1.68498155,6,True.
DummyDim3,IL,108,737,333-3445,no,no,0,7.22024686,4,4.43987026,3.54112847,0,7.52579523,3.4983145,300,6.70349221,4.69741398,7,0.82525461,8,False.
DummyDim3,TN,171,847,960-7551,yes,yes,300,9.27654653,3,5.5132929,8.17205451,0,7.69354644,3.41849222,200,5.98383147,4.53515903,6,6.73746809,5,True.
DummyDim3,ID,4,736,559-7047,no,yes,600,2.59585393,4,2.84676334,3.74026043,0,5.47707915,4.26402855,200,3.44469426,4.80545016,5,5.71572026,6,False.
DummyDim3,AZ,90,659,490-1765,yes,yes,300,12.37239,6,4.70734337,6.42646336,0,8.64908466,5.08783218,0,7.07902561,4.02485928,9,4.47452264,4,True.
DummyDim3,HI,195,727,821-5507,no,yes,700,7.34234119,4,6.03060893,3.77379574,4,6.63674754,5.72392445,200,4.92764488,4.19397844,6,5.35705155,4,False.
DummyDim3,GA,112,716,880-5333,yes,no,0,8.73942429,2,7.22242682,6.29117794,3,5.53600774,5.49352006,200,6.25795231,4.3846615,5,5.09192811,5,False.
DummyDim3,SC,101,836,156-5196,yes,no,0,3.35047195,7,0.17220186,0.36470949,1,7.98151031,2.63780531,250,8.08631508,4.6488975,5,4.63920717,11,False.
DummyDim3,IN,102,737,820-5026,no,yes,400,1.18835023,3,0.32219268,1.46794763,0,4.05810121,3.43769545,150,4.85606306,5.18073181,2,3.16563078,7,False.
DummyDim3,MN,75,777,739-2979,yes,yes,400,13.0504475,5,6.49323847,7.20220489,1,8.81429286,4.35000053,100,7.32821504,5.29922646,9,5.02806382,3,True.
DummyDim3,KY,183,758,919-2300,yes,no,0,4.20857787,2,3.49603499,3.23746081,2,6.50629502,3.38520562,300,3.81870738,4.42955273,8,3.67528826,8,False.
DummyDim3,MT,23,778,917-1328,no,yes,300,1.68894516,7,3.3987481,5.36166151,3,3.93640585,0.90407036,250,6.33685749,5.42809243,4,0.91767978,7,False.
DummyDim3,ID,33,736,932-6510,yes,yes,700,9.98216222,3,7.99210167,5.76589592,6,6.74671249,8.19060386,400,4.36460683,6.49173512,8,5.03163018,5,False.
DummyDim3,NY,162,788,636-2817,yes,no,0,4.56783929,3,6.00671164,4.40688583,4,4.3485915,3.15918111,450,5.48499355,7.72567609,8,1.43224297,6,False.
DummyDim3,DC,107,686,631-8269,yes,no,0,6.9172486,2,6.32527841,6.32466612,0,6.20502053,0.08748041,250,6.96171488,4.69078881,6,2.70907732,7,True.
DummyDim3,AR,169,658,827-9382,no,no,0,3.31390005,4,4.90800576,4.71421941,4,3.94628254,4.24545186,150,5.29888735,5.86618027,2,5.42654478,5,False.
DummyDim3,WV,174,878,572-3097,no,no,0,7.70376142,3,5.96649807,6.42579815,2,7.15545039,5.73673322,150,3.48586851,6.25085823,5,9.68051696,3,True.
DummyDim3,OH,165,797,790-1863,yes,no,0,8.4094658,5,4.16673208,5.84546189,0,6.54044001,3.4218527,150,8.32142294,5.80874554,6,1.26339404,7,True.
DummyDim3,UT,37,858,423-9789,no,yes,500,6.75772654,5,6.28455498,7.44282243,5,5.58554281,5.44668582,400,5.35232574,5.40910499,6,3.64812867,6,False.
DummyDim3,MI,47,777,457-8934,yes,no,0,3.31102952,3,3.99730995,0.61144527,11,1.02589455,4.54334427,350,1.21929549,4.80458815,6,1.86183178,2,False.
DummyDim3,AR,44,658,972-4752,no,no,0,10.5572068,1,9.07679101,8.45425162,2,6.4308024,1.85515052,300,7.35557508,5.12563491,7,2.50350469,6,True.
DummyDim3,IN,57,737,813-7141,yes,no,0,4.9296461,1,3.85449693,0.45782354,0,5.61901312,4.21738664,150,5.57995453,5.2076059,7,0.73619069,7,False.
DummyDim3,VT,194,868,750-3570,no,no,0,1.50018104,5,2.33930424,2.59951085,6,4.43121423,5.73984861,200,4.4437717,5.34754423,2,3.96847827,4,False.
DummyDim3,CT,149,678,661-6485,no,no,0,3.82831006,5,1.63367459,3.64800929,1,6.59998193,4.70921277,350,4.8221822,6.26177966,8,0.70320735,9,False.
DummyDim3,MO,125,777,392-6801,yes,no,0,9.50865073,2,6.54682542,6.18895927,1,6.97273988,3.87208344,150,7.42143559,5.48882134,5,3.34157472,6,True.
DummyDim3,MA,179,776,562-4426,no,yes,400,1.40943165,4,3.84862444,2.14831727,4,3.41035697,2.04915142,350,4.86480606,5.79227736,9,1.66450288,7,False.
DummyDim3,KS,134,758,222-6845,yes,yes,200,7.00127733,2,8.00421846,6.41527158,4,5.17658335,3.12215214,300,6.28742765,5.79446317,4,3.79539831,6,True.
DummyDim3,RI,128,827,763-4923,no,no,0,1.60849518,4,5.69956831,5.74443954,9,0.15774216,2.13610454,350,3.57553966,3.97427387,4,3.8358151,4,False.
DummyDim3,UT,31,858,292-6073,yes,yes,500,7.63526023,5,4.25578707,5.60715775,1,6.33882169,4.81525253,100,6.08251456,5.53257432,6,4.81160605,5,True.
DummyDim3,ID,83,736,590-8833,yes,no,0,10.9733093,5,2.12893699,6.71521007,5,9.98345498,4.44592826,50,8.15907295,3.33254126,6,5.90466263,6,True.
DummyDim3,NY,106,788,132-5971,no,no,0,2.22863231,2,5.42570317,7.38734371,4,2.34958538,5.0066255,400,2.2788804,4.26403227,7,7.54750011,4,False.
DummyDim3,AR,74,658,105-2069,no,yes,200,7.1797098,5,6.85734575,5.1965967,5,3.96880866,3.36372849,150,7.68683424,3.75179616,7,0.78491672,8,True.
DummyDim3,OK,175,797,460-9685,yes,no,0,9.07588743,4,8.19454179,5.51812343,4,6.61417363,3.29662462,100,6.1943399,5.54916928,5,4.32168947,6,True.
DummyDim3,OK,35,797,433-2845,no,yes,100,9.66479723,3,6.31930457,7.38124466,1,7.0871279,3.89339044,150,7.34550901,5.15872657,5,4.30327891,6,True.
DummyDim3,NJ,147,787,864-4605,yes,no,0,2.52074508,3,5.92915975,3.52493597,6,3.94473305,5.47157139,200,2.40713966,4.88707761,4,7.3816667,4,True.
DummyDim3,WI,2,877,210-1465,yes,no,0,2.27106652,2,2.24190341,2.20460897,0,4.26066492,5.32198763,200,4.85671131,4.42577646,5,0.6285185,9,False.
DummyDim3,ND,141,786,361-5453,yes,no,0,7.57303526,4,6.98349095,7.81336322,2,6.45145087,3.36127047,150,5.97449091,3.90584622,2,6.0456184,7,True.
DummyDim3,WY,132,878,232-3917,no,yes,600,5.93306708,7,3.51641636,6.52370935,4,4.46591078,7.44236435,100,4.56788736,3.51848478,6,6.12592537,4,True.
DummyDim3,MS,95,778,682-5845,yes,yes,200,7.71219309,0,8.22606766,5.97841521,0,6.56325248,0.86528277,200,5.89502807,5.22326508,5,5.10065731,6,True.
DummyDim3,OK,29,797,391-1107,yes,no,0,9.86777089,2,7.38405987,4.54112092,3,6.3825995,5.60044969,50,5.25987991,5.07064111,7,5.72130233,3,True.
DummyDim3,CA,69,676,199-4617,no,no,0,2.24000605,5,5.31783903,5.53155531,3,3.3854958,3.50354257,200,4.5213175,5.15790359,3,4.58962513,8,True.
DummyDim3,FL,28,707,615-3699,yes,no,0,8.53975084,5,5.04949996,4.31221509,0,7.19456051,3.13696499,100,5.76484881,4.7450998,9,4.26780381,4,True.
DummyDim3,IN,167,737,865-6207,yes,yes,700,9.41918731,5,7.35702653,4.92094631,6,7.03914261,6.73786083,350,5.92241997,4.22273422,7,2.44556195,6,False.
DummyDim3,OR,43,798,723-2182,no,no,0,3.55292251,6,3.18753487,3.59513192,8,0.88369702,2.96118307,350,1.15401193,4.49843586,7,2.81517418,4,False.
DummyDim3,IA,130,736,130-2162,yes,no,0,10.4560695,3,7.06060271,7.13330559,3,6.85664849,5.62942699,200,5.55339302,6.26807762,8,6.29896006,3,True.
DummyDim3,IN,169,737,403-9938,yes,yes,700,2.33966647,4,1.38532533,5.44324734,1,3.95846102,3.23312671,200,6.68341931,2.62031105,4,2.80466596,9,True.
