Dimension,State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
DummyDim2,NC,87,786,763-5872,yes,no,0,6.095043022,6,5.357141625,7.297444533,3,4.833353302,4.895886314,150,5.374176989,4.902036103,5,5.776984938,6,True.
DummyDim2,NV,10,788,266-3230,no,yes,400,0.130459206,5,4.188240825,4.711106842,5,2.668128915,2.199680663,250,3.419719904,5.993342779,4,5.168537663,4,False.
DummyDim2,FL,151,707,591-7793,yes,no,0,8.827182871,5,4.201004723,3.245768417,1,6.441799616,4.477947133,50,7.880231888,5.320311966,8,0.096894702,6,True.
DummyDim2,OH,197,797,303-2675,yes,no,0,4.341854632,5,4.924389396,5.594001449,5,4.48911771,3.274954834,350,6.292164803,5.609530008,5,1.774441068,6,False.
DummyDim2,RI,73,827,906-3967,no,yes,400,4.761254514,2,5.63889759,2.303457192,5,4.086954201,4.875478642,150,5.563751977,6.32850817,5,2.52044213,5,False.
DummyDim2,VA,152,866,232-3270,no,yes,200,7.195300497,2,8.013647322,5.264680962,5,5.400225888,4.113217903,200,5.410838355,4.761339856,4,4.097177066,6,True.
DummyDim2,OR,132,798,919-6754,no,yes,400,5.715645761,2,7.756784804,9.326906612,5,3.021220621,4.259821837,300,4.480257963,6.741610546,5,8.072928115,3,False.
DummyDim2,ND,165,786,369-8082,yes,no,0,3.232974212,2,0.878346017,0.797817705,0,7.03989079,6.923319525,150,3.883679734,5.744389474,6,2.469890584,6,False.
DummyDim2,OH,140,797,454-7598,yes,no,0,8.783615008,4,4.377324561,7.14471998,2,7.112109287,3.254778057,150,5.95354813,4.231996657,8,6.112783129,4,True.
DummyDim2,WV,170,878,781-6687,no,yes,500,2.626623835,2,2.064535874,2.810768006,2,1.660219572,4.099121937,200,1.979105378,2.482121289,3,5.58733528,6,False.
DummyDim2,NE,102,786,116-6761,yes,no,0,8.346912618,2,5.087976266,6.059659877,0,6.564082497,4.607810511,150,6.078609281,3.799500381,6,5.418344129,4,True.
DummyDim2,OK,116,797,395-6130,yes,yes,100,6.297969503,4,6.079163955,6.055155452,5,3.734102908,4.113883098,250,7.515973772,6.090657652,6,0.63457501,8,True.
DummyDim2,MS,167,778,236-3094,yes,no,0,2.978989469,4,5.731904978,5.844903246,7,3.261207992,4.342498437,300,4.919935628,5.581879597,3,5.104500634,5,False.
DummyDim2,AL,196,657,593-5848,yes,no,0,5.616895231,6,7.467302085,8.337386946,5,2.67106389,0.502062696,350,9.045542943,4.064118529,6,3.132723744,11,True.
DummyDim2,WA,52,876,356-4139,yes,yes,500,2.763978617,4,5.57553422,6.391432695,5,3.218760546,3.829524376,350,3.288055897,4.066766571,6,4.990677817,5,False.
DummyDim2,AR,175,658,678-4979,yes,yes,200,7.936984043,2,7.849364686,5.641534823,6,4.574273746,4.946208148,200,5.518828992,6.473679117,7,3.169255686,4,True.
DummyDim2,FL,118,707,351-5228,no,yes,400,1.334884907,4,5.297871959,4.932970233,7,2.697095463,3.474562072,250,3.27335415,6.23527091,5,5.423735019,4,False.
DummyDim2,NV,193,788,194-5432,no,no,0,5.190992621,1,4.946664627,4.12264472,1,6.485795721,2.335126099,150,4.758412162,4.257479706,5,5.832135414,6,True.
DummyDim2,DC,104,686,628-4107,no,no,0,9.506136107,3,5.985654974,6.387352194,1,6.870601799,3.825677337,150,6.560404981,5.273613086,7,4.68254039,4,True.
DummyDim2,FL,159,707,129-6743,no,yes,900,5.057592576,4,4.584806351,3.852678703,2,6.233146253,5.60018335,350,3.868148612,4.900859169,7,2.961803793,8,False.
DummyDim2,AL,79,657,250-8547,yes,yes,600,13.71763561,4,4.719056698,7.218315062,5,11.95186125,3.830993181,0,6.502921887,3.547929371,7,10.66910977,2,True.
DummyDim2,ME,77,776,205-2626,no,yes,200,9.386270468,7,5.528522477,6.423802029,2,7.331352061,3.448827781,100,8.183600259,4.376077293,5,2.615288657,7,True.
DummyDim2,NV,130,788,986-1478,no,no,0,0.107272924,4,3.351618191,4.097388907,4,2.922989806,4.576937811,300,1.392439421,5.160003544,7,5.55921351,4,False.
DummyDim2,NM,63,787,293-3185,yes,no,0,0.371013009,3,2.587255192,2.434969832,3,4.058557441,5.810123946,250,1.955230431,6.283837979,5,6.051029353,5,False.
DummyDim2,GA,191,716,237-4716,yes,no,0,1.824616401,3,2.199586797,2.641456045,1,4.951448828,4.296861791,250,3.970807211,3.955792903,5,3.989298177,6,False.
DummyDim2,CO,65,677,157-9010,no,no,0,13.98299957,4,6.586997293,6.799925322,0,10.81462274,3.773441126,50,7.364881271,5.254790127,6,7.595760645,2,True.
DummyDim2,WY,17,878,870-3659,no,no,0,9.775814976,3,8.378849642,8.46248823,3,6.458199635,3.636536363,250,5.013185608,7.995808233,8,6.016563626,4,True.
DummyDim2,IL,159,737,732-8646,yes,yes,200,7.021202524,5,6.340835125,6.983686646,5,5.117872175,4.561158932,250,6.421251945,4.446251787,4,3.289787072,6,True.
DummyDim2,MD,63,776,689-5699,no,no,0,7.429557622,5,5.641596676,4.05816024,5,5.26110255,5.489543359,100,6.322122014,3.658820902,6,2.556752909,5,True.
DummyDim2,RI,68,827,427-9024,no,yes,100,2.732299834,6,2.077611604,2.980133419,6,2.278227073,2.172003395,150,3.1862512,3.800652895,2,4.338596825,4,False.
DummyDim2,GA,94,716,864-7973,yes,no,0,5.841407287,4,4.855350994,4.220348406,2,6.119324706,5.523899521,350,3.938271513,6.436765376,8,3.604567897,6,False.
DummyDim2,CA,129,676,615-1321,yes,no,0,6.684838005,0,5.56571971,5.199118383,1,5.644795877,6.316822828,350,5.396955643,5.780663098,5,5.493268213,6,False.
DummyDim2,HI,163,727,124-6066,yes,no,0,0.46726122,6,3.098440994,3.723054144,5,3.529978814,3.567152385,350,4.444655188,6.238520923,5,1.167122495,7,False.
DummyDim2,VT,56,868,784-3061,no,yes,400,6.900851194,2,6.39256973,7.206169148,0,5.882131258,3.070328359,250,5.198306616,4.99057903,5,5.949639707,6,True.
DummyDim2,KS,186,758,667-5743,yes,no,0,4.898320785,5,2.643092054,2.962187256,2,7.485918284,4.100071864,350,3.321334057,4.664768143,11,1.048818121,9,False.
DummyDim2,NJ,177,787,760-4854,no,yes,400,11.03132302,2,8.549723557,8.713140561,3,5.640792704,6.941152712,250,6.595850826,5.154735284,5,5.297827237,7,False.
DummyDim2,WV,46,878,112-3348,no,yes,200,9.56501056,1,7.334812617,5.493547325,0,8.662548718,2.649263667,150,5.642172556,6.778620687,5,6.859065828,5,True.
DummyDim2,WA,103,876,146-3205,no,yes,300,11.69105171,3,6.99624235,8.1772999,0,8.367520522,2.932592941,250,7.193118103,5.060966841,8,4.836332246,4,True.
DummyDim2,NM,58,787,702-7722,no,yes,700,6.822177125,5,2.062696809,1.163141752,1,6.918870601,7.082671199,0,5.563803246,4.977239259,6,4.73955101,3,True.
DummyDim2,CO,55,677,449-9940,yes,no,0,7.723434103,2,8.839163353,4.239452256,4,5.975940548,2.958225658,100,5.707965271,5.666692092,4,4.284191245,6,True.
DummyDim2,OR,192,798,174-3586,yes,yes,500,2.732448109,6,5.000173372,7.438365887,7,0.855342438,0.68508705,350,1.137850711,6.393337937,4,8.930691058,2,False.
DummyDim2,CT,130,678,273-3875,no,no,0,6.263541272,3,5.299045805,4.234757454,1,5.885017979,4.45151149,250,4.974529975,4.075430416,8,3.140094633,6,False.
DummyDim2,UT,74,858,405-5901,yes,yes,500,5.271333888,3,5.572300412,7.146631626,2,4.236422266,2.466697951,300,6.151041977,4.268266613,6,3.767334575,6,True.
DummyDim2,MA,109,776,452-1196,no,no,0,5.72271031,4,3.698464103,6.290842159,1,5.763107457,5.709630917,300,5.590103818,4.951822054,5,4.682045815,6,False.
DummyDim2,NV,92,788,420-4881,no,yes,300,0.405689534,5,3.717493168,4.211380078,4,2.404338205,0.432518897,250,5.552003089,3.13694502,4,1.794029037,6,False.
DummyDim2,MD,145,776,380-3128,yes,no,0,5.412983516,4,4.837997417,5.451053001,2,4.700894754,4.345574208,150,5.287488537,4.436816058,6,4.774288691,5,True.
DummyDim2,MO,167,777,618-9187,no,yes,400,3.171685639,4,3.029778611,4.083447207,6,0.939111761,3.023338612,300,2.115891284,3.744887871,3,6.076393471,4,False.
DummyDim2,CT,113,678,859-5777,no,no,0,6.273216741,3,9.159228879,7.146773843,10,3.251132202,6.726231203,350,2.784085162,3.430454557,7,7.045075943,3,False.
DummyDim2,AR,117,658,812-3729,no,yes,400,4.598860802,2,5.342785958,7.808073314,1,3.93475375,3.236591877,300,4.640571779,4.166398742,6,4.862287759,7,True.
DummyDim2,NC,26,786,970-2585,yes,yes,500,4.17266818,5,1.390525878,0.296505502,7,2.195418505,4.02836971,250,0.844109898,5.562616363,4,5.644787778,2,False.
DummyDim2,MO,152,777,467-3302,yes,no,0,7.008142953,3,4.351193401,7.152580634,1,7.091492696,3.2713776,250,6.279191493,6.806503765,4,5.959326369,7,True.
DummyDim2,RI,186,827,254-8478,yes,no,0,3.631068047,4,1.422100002,1.21105065,7,1.805893458,4.989393631,300,1.461705742,5.509682343,5,2.556153327,5,False.
DummyDim2,HI,136,727,317-6301,no,yes,300,3.131165478,4,3.638690813,0.220177,4,4.928240707,3.419854442,200,6.098661591,4.389510715,6,1.766743524,7,False.
DummyDim2,CA,140,676,534-9894,no,no,0,6.383445442,4,2.782159739,3.609840373,0,7.258635924,4.447242265,50,6.148957943,4.735694399,4,5.621676268,5,True.
DummyDim2,TN,137,847,774-5453,no,yes,900,2.27676989,3,3.180285044,6.750955594,2,1.457337514,1.513488658,400,1.707217992,4.661362518,6,7.296964845,4,False.
DummyDim2,ID,144,736,680-9068,no,yes,700,9.703536099,5,8.780673129,6.503410215,4,6.580203411,2.53373867,350,7.318028554,4.718502693,8,1.24388506,7,False.
DummyDim2,KY,129,758,134-5749,yes,yes,600,2.661121249,8,3.735562873,5.314028238,4,5.858750934,2.763587535,350,4.760492112,3.65127023,4,4.500727254,5,False.
DummyDim2,HI,110,727,355-6943,no,no,0,1.869668566,6,2.192938896,2.112093267,7,2.349315423,3.790554713,250,2.632620832,6.912081932,6,1.664867025,4,False.
DummyDim2,MT,124,778,709-9943,yes,no,0,8.819497832,2,6.560464981,4.197250326,3,6.879584871,4.707253629,100,6.230344839,2.998977295,5,3.907088747,4,True.
DummyDim2,RI,10,827,891-4830,no,yes,500,8.067419578,5,6.949050341,6.579422818,2,6.143168785,2.397847231,150,6.99736843,4.325167486,5,4.263192824,6,True.
DummyDim2,WV,87,878,894-9465,yes,no,0,0.572250498,5,3.916939009,2.583895523,3,3.803293007,1.821972235,200,2.785053815,5.264861955,7,3.931949198,5,False.
DummyDim2,FL,65,707,274-8884,yes,yes,500,2.237575836,7,0.599638104,1.405058079,2,4.200446903,2.82643029,250,2.607840843,4.82512493,5,1.979207016,6,False.
DummyDim2,WY,1,878,901-7726,no,yes,400,12.00672677,4,5.440124157,7.041730461,0,8.901472556,6.309850451,100,5.899471974,5.673227793,7,7.897628384,2,True.
DummyDim2,SC,179,836,914-4458,yes,no,0,1.457237006,5,3.679852626,5.145535692,5,3.340037967,3.176042836,350,4.845912233,4.952452729,5,3.277792162,5,False.
DummyDim2,TN,123,847,218-5089,no,no,0,4.313863442,3,2.773273013,2.404713242,0,5.950648042,4.688278007,100,6.365832235,6.773199502,2,3.339671285,7,False.
DummyDim2,IL,140,737,615-3906,no,yes,400,1.230865166,2,4.666722329,3.7889433,5,2.271662402,2.840379447,250,4.393517981,4.93010122,6,2.831126583,5,False.
DummyDim2,CA,104,676,380-3187,no,no,0,3.322273748,0,3.207494222,0.42117019,8,0.034801024,5.626080827,250,0.834120525,5.442685412,6,4.15831196,3,False.
DummyDim2,HI,66,727,749-6534,no,yes,0,13.19130385,4,9.736949127,6.543197725,4,8.338191061,2.82095711,100,8.247421711,3.044253132,6,3.038325022,5,True.
DummyDim2,IA,119,736,569-9985,no,no,0,14.17604837,6,7.640563881,6.777258489,4,9.034882578,5.06544245,100,8.111785214,5.794004186,8,3.91562281,3,True.
DummyDim2,AZ,3,659,727-4620,yes,yes,700,2.27553852,3,4.531587591,7.435995922,4,0.781469647,1.630907526,400,1.161614443,4.24544098,5,8.133946735,4,False.
DummyDim2,NV,157,788,550-5036,yes,no,0,1.049781572,6,3.874018844,6.339280516,4,3.406689399,1.107150376,300,4.5610085,5.036202973,5,3.313054059,6,False.
DummyDim2,AZ,198,659,258-7033,yes,yes,600,5.746533801,4,3.651543198,5.205717654,2,5.594168349,5.755857587,150,4.721536667,5.536482668,6,6.397739109,4,True.
DummyDim2,TX,40,848,267-9489,yes,no,0,5.801733394,2,4.798957349,6.400123967,2,5.152990559,2.259268337,150,6.416342552,4.340250907,5,4.227652556,9,False.
DummyDim2,MN,74,777,338-8426,no,no,0,4.614903935,3,7.264875429,3.597036856,9,3.651258496,5.453015513,350,3.141743669,4.782340495,9,1.938178815,4,False.
DummyDim2,GA,196,716,331-4458,yes,yes,100,14.13498902,0,12.73193595,8.440455333,5,8.276871287,3.326772911,250,5.097467443,5.107124536,8,7.732297116,2,True.
DummyDim2,AL,126,657,838-1646,no,no,0,1.383823398,4,3.538294296,4.168603834,4,2.251804644,1.349896851,350,2.212512477,3.057248556,8,4.086017543,4,False.
DummyDim2,NJ,24,787,965-8092,no,no,0,0.974342434,3,3.886608236,2.522386657,2,2.989873387,2.062106724,250,0.742572287,5.601252519,8,5.302694569,5,False.
DummyDim2,NE,60,786,135-5405,no,yes,300,7.034372472,5,7.03926488,6.423109627,3,5.365778786,2.052344038,200,6.490118722,5.297240951,6,2.854305111,6,True.
DummyDim2,MS,158,778,250-3562,no,yes,400,8.770099119,6,5.42440844,6.012028294,4,6.429236539,4.992556065,150,7.036300194,3.99889293,6,4.066594974,4,True.
DummyDim2,MD,182,776,517-1226,yes,yes,500,11.54115029,2,9.23061332,6.994105975,1,8.757799271,2.916050204,150,4.121844597,6.388595221,8,10.12750683,2,True.
DummyDim2,MO,122,777,107-6947,no,yes,500,2.892991938,3,4.073963761,3.255493167,4,4.177232098,4.594015876,350,4.255656482,5.942732482,8,0.692912733,6,False.
DummyDim2,NC,191,786,725-2142,yes,no,0,4.685854936,4,3.302766558,5.090604594,1,5.287541511,5.371066704,300,5.754083596,5.95140982,5,2.274072363,8,False.
DummyDim2,VA,115,866,579-3789,no,yes,400,6.773657111,3,7.226323753,7.336347508,3,4.895655888,3.846555047,250,5.483865349,5.145641743,5,5.529357182,6,True.
DummyDim2,IA,172,736,240-4528,yes,no,0,0.949154953,6,3.432824299,6.254564756,3,3.292560985,3.1787088,350,3.337078702,4.499638121,6,3.963642544,6,False.
DummyDim2,OH,157,797,602-3569,no,no,0,5.337541993,2,3.787138257,4.940005354,2,5.400125486,7.103678885,300,4.630216471,5.576885201,6,3.552561577,7,False.
DummyDim2,ID,3,736,871-7466,yes,yes,500,2.972011852,6,3.357971583,2.488484537,2,6.237667359,2.929485414,200,4.038913585,2.235021436,6,2.512666424,6,False.
DummyDim2,LA,32,766,839-7846,yes,yes,100,7.224611945,1,9.546737354,7.902669321,9,3.281142494,5.661439909,300,4.462660158,4.848129842,5,5.542463806,4,True.
DummyDim2,NM,191,787,427-8374,yes,no,0,8.297428366,3,6.219678904,4.700150691,1,6.233351292,4.269187516,100,6.743853796,6.723794028,5,2.224118283,7,True.
DummyDim2,NE,153,786,541-6479,no,no,0,2.961613004,1,3.091759868,4.538215242,2,4.428963739,3.199714914,350,4.190674518,4.027044556,9,2.29621325,9,False.
DummyDim2,VA,112,866,459-2372,yes,yes,100,3.021876724,5,4.029602534,5.994995673,11,0.406664864,5.746210059,350,0.629938355,4.939962555,4,6.846814,1,True.
DummyDim2,CA,176,676,609-3168,yes,yes,400,1.545925826,3,2.946021645,4.619033541,3,1.165787791,1.666842216,300,4.744327734,5.104356413,4,2.175469072,6,False.
DummyDim2,AL,95,657,980-4251,no,yes,500,7.226226614,2,3.03032095,8.632233795,4,7.814224614,3.743583399,200,5.221566035,4.736611655,5,9.457590156,5,True.
DummyDim2,NJ,162,787,278-7750,yes,no,0,10.04900794,5,6.866813814,4.811311083,3,8.582752682,4.849893974,50,6.016969974,6.254105306,4,7.214617028,4,True.
DummyDim2,MS,2,778,710-4973,yes,no,0,4.426664982,4,3.875071937,5.50861203,2,4.777408412,5.116474963,200,5.534964601,6.387702095,4,3.514041877,8,True.
DummyDim2,NH,47,787,252-3399,yes,no,0,5.266311484,2,6.276647712,7.074861468,1,4.018909031,1.991915867,300,4.80497863,5.117304494,8,3.746021482,6,True.
DummyDim2,OR,27,798,682-9287,no,yes,300,6.379625654,3,5.822951467,5.69211629,3,5.070323126,3.784016584,200,6.041780154,3.553177439,5,3.593869885,6,True.
DummyDim2,DE,62,686,434-9549,yes,no,0,2.629941016,5,2.45222401,6.700381044,1,2.403479917,3.958275292,250,6.797430261,4.665074429,6,0.83357362,9,True.
DummyDim2,NJ,10,787,557-7131,no,no,0,7.658025777,5,5.567534669,5.466866499,4,5.096198668,4.868042073,150,5.201146056,7.179722369,9,3.961773825,3,True.
DummyDim2,KS,128,758,856-7275,no,no,0,12.46704396,5,6.997599979,7.069314062,2,9.069851536,4.303033516,150,8.326617077,5.234996105,5,4.514956435,5,True.
DummyDim2,NJ,104,787,384-2180,yes,no,0,3.811411614,1,2.313679928,4.799704298,4,0.769344873,4.519646204,300,0.724001302,5.541442244,3,9.727191373,2,False.
DummyDim2,MO,193,777,124-8374,yes,yes,300,6.207562729,4,4.88089024,4.821823663,0,5.775185287,2.749791319,150,8.541085505,5.04293991,2,1.329306354,10,True.
DummyDim2,CO,173,677,763-6848,yes,no,0,9.487863775,5,4.896370957,5.839962244,2,7.126017664,6.753651852,50,5.167992757,6.051369029,7,6.592329265,3,True.
DummyDim2,MT,89,778,750-4293,yes,yes,700,2.324903723,2,1.446758877,1.656624417,2,6.785049379,2.340019446,150,5.504763063,6.619266568,5,1.114881886,8,False.
DummyDim2,NJ,169,787,585-5905,no,yes,500,5.581677837,7,6.096271875,7.211324616,6,5.233607142,5.545133621,400,4.438549138,4.357888965,5,4.243158055,6,False.
DummyDim2,CA,6,676,313-3546,no,yes,300,6.1416647,1,4.73559215,0.909235206,4,5.41042726,6.771360059,200,6.838607234,5.119115767,4,0.050285747,7,False.
DummyDim2,MD,87,776,744-8444,yes,no,0,0.860204568,2,4.146018794,3.25435294,5,1.632182117,3.991571472,250,2.058613797,4.91361458,6,4.289656368,5,False.
DummyDim2,SC,52,836,203-9537,no,yes,300,6.731929327,1,4.31978204,3.547792602,2,8.313279529,3.124092528,150,6.999755947,7.219820359,0,5.903823456,7,True.
DummyDim2,OR,74,798,126-3685,yes,yes,600,0.080562929,6,4.068634827,5.539187254,4,3.359106154,1.299016923,250,2.648977213,6.05693831,5,6.927573421,4,False.
DummyDim2,IL,136,737,503-1851,yes,no,0,0.439390379,3,1.279392212,0.950527269,0,5.215572594,3.456458561,350,3.702984757,5.033254387,7,1.865066563,6,False.
DummyDim2,DE,4,686,449-4724,yes,yes,500,13.39351668,3,3.459281942,7.937273091,6,10.00815357,2.8857074,50,8.207894054,4.499882532,11,5.125586278,4,True.
DummyDim2,WA,112,876,353-9920,no,no,0,6.724826343,1,10.40933936,6.206822101,7,3.086108977,1.819062157,350,7.698250492,4.808906085,4,1.167365997,9,True.
DummyDim2,AZ,180,659,362-8664,no,yes,800,5.055701116,1,5.496346586,5.830729825,1,4.356740937,4.921210429,350,3.932008983,4.507516892,7,5.008293362,7,False.
DummyDim2,MO,92,777,952-5023,no,yes,500,6.314499052,6,2.911152256,5.733229742,0,5.777939276,4.344180621,100,6.658263253,4.976667956,6,3.092708273,7,True.
DummyDim2,MT,176,778,432-8133,yes,no,0,3.567822661,5,1.487283351,2.889822821,5,1.797583131,3.610459103,200,2.42280573,5.163535989,1,5.976902402,4,False.
DummyDim2,PA,33,806,291-2228,no,no,0,9.62264593,4,5.896446902,5.990395706,1,7.813885178,4.73749192,100,6.993218613,5.735097078,4,5.818775333,5,True.
DummyDim2,NH,7,787,636-9136,yes,no,0,3.974493925,7,3.549142879,8.623187377,1,5.629766505,4.038629662,350,3.87437242,5.951933123,5,6.505609456,7,False.
DummyDim2,HI,7,727,642-3590,no,yes,700,2.594768191,4,2.552682812,5.299280179,1,1.69792736,0.874592258,300,1.605168557,5.308269825,7,5.443598512,5,False.
DummyDim2,OH,173,797,652-7632,yes,no,0,9.58830503,5,2.354345235,4.521569813,0,8.936688319,8.07183997,0,5.027765877,4.283738224,5,9.556965369,1,True.
DummyDim2,OH,95,797,880-5403,no,no,0,8.560971012,5,6.032286608,5.653719971,1,8.611295424,5.188212236,100,3.221797241,4.75857801,5,11.26928444,2,True.
DummyDim2,CA,81,676,379-7746,no,no,0,1.518489493,0,3.951134624,2.099464558,4,2.660238278,6.303479695,200,2.766540288,4.843324881,5,6.526032534,3,False.
DummyDim2,VT,142,868,924-5172,no,yes,700,1.179775339,6,1.809415625,7.07394971,1,4.321823351,2.724467951,250,4.127238512,5.156323184,4,5.838034673,8,True.
DummyDim2,ND,80,786,932-6464,yes,yes,100,12.15243995,3,10.25231765,9.610324781,6,7.439453564,4.240828763,300,6.13367543,6.033520939,6,7.164255555,3,True.
DummyDim2,CO,104,677,248-9267,yes,no,0,0.637333615,5,2.410817287,4.400423273,4,3.424519772,4.119298021,250,5.383537015,3.644664068,2,3.733429919,6,False.
DummyDim2,DC,128,686,890-3691,yes,yes,200,9.164122517,4,6.120868357,3.827947563,1,7.867116801,3.503661018,150,8.379090557,4.766912129,3,2.178574978,7,True.
DummyDim2,DE,112,686,496-8187,yes,no,0,1.159070252,6,2.871755368,4.198381987,3,4.275058097,2.418837725,250,4.421563571,5.207914943,5,2.443554834,6,False.
DummyDim2,OR,50,798,805-3673,yes,no,0,9.081007493,1,6.947949634,2.731688705,7,6.01337846,10.18337847,250,4.752489815,5.193110087,7,2.970884149,5,False.
DummyDim2,VA,178,866,778-4823,no,yes,200,6.023033301,5,4.835223124,5.382912269,0,4.908057238,1.041951103,150,8.624915466,5.110078387,6,1.983149125,10,True.
DummyDim2,MO,76,777,715-4000,yes,yes,200,2.394747763,5,3.348098337,1.7808201,10,1.209721101,3.966263308,350,3.271709895,2.680605666,5,0.775130771,4,False.
DummyDim2,MN,64,777,779-5365,yes,yes,200,9.847548068,2,10.46355935,7.689864081,5,6.064242718,3.127069427,250,5.43926501,5.372191132,6,5.542410008,5,True.
DummyDim2,MI,193,777,957-8421,no,yes,100,4.187748856,2,4.469455949,4.626451728,1,3.141289773,3.209743201,200,8.035884185,5.536100356,4,2.122255959,11,True.
DummyDim2,ID,54,736,405-7418,no,no,0,1.143268813,4,5.37791353,3.712133215,7,2.42420237,4.342209378,350,2.51558582,4.39206026,8,1.516253019,6,False.
DummyDim2,FL,124,707,626-5182,yes,yes,800,3.032723007,3,0.784491797,1.201006269,1,7.344125783,4.987546565,250,5.056683296,6.21451588,4,3.35418967,7,False.
DummyDim2,FL,88,707,157-8772,yes,yes,600,5.673485569,4,3.098920823,5.476562328,0,5.363556722,4.540336638,150,5.685640221,6.818471302,7,3.957610034,5,True.
DummyDim2,MN,167,777,765-1370,yes,yes,300,10.50423066,5,4.438106792,7.293529187,0,7.374828474,4.791436844,100,8.255910913,7.231752993,6,3.065753596,6,True.
DummyDim2,CO,67,677,311-1200,no,no,0,5.611091287,2,5.263328141,6.413461288,1,5.072576821,0.397918861,250,9.535003382,5.145142756,4,2.001593574,12,True.
DummyDim2,NC,198,786,550-7124,no,no,0,7.031440916,6,4.329499831,8.981313912,1,4.315619941,4.736539792,250,7.820476609,4.348453414,6,2.14327623,8,True.
DummyDim2,NV,29,788,993-1189,no,yes,300,2.187610292,5,3.037120628,2.412546653,7,2.028795482,2.353967204,250,3.210950927,4.412605388,3,4.296162785,3,False.
DummyDim2,OR,154,798,389-1775,no,no,0,7.07826089,3,4.659584851,4.548823539,1,8.160254664,3.414412732,100,4.086487246,7.257123768,6,8.654900086,3,True.
DummyDim2,NC,72,786,845-9231,no,yes,200,10.63185334,4,8.424256688,5.4059125,6,7.088829769,5.102660583,100,6.186123743,5.09736756,5,5.263192195,3,True.
DummyDim2,MN,196,777,916-7398,no,no,0,1.824649246,9,3.755370455,6.944281855,6,4.820670307,3.541791779,350,3.837488575,5.02409096,4,4.977102089,5,False.
DummyDim2,NH,167,787,711-7249,no,yes,200,9.849221987,0,7.72702157,11.03908937,0,6.81949666,2.174426072,400,5.774555362,3.912787756,7,7.646985002,4,True.
DummyDim2,CA,38,676,912-4327,yes,no,0,10.67061255,6,4.79615574,6.997437576,2,7.538634138,6.067825914,100,6.897542724,6.331799962,7,5.442892862,3,True.
DummyDim2,OR,117,798,918-8613,no,no,0,0.783805251,1,5.662700446,1.157992382,8,1.549767228,3.867704251,200,4.268525598,7.177816562,4,2.315597393,3,False.
DummyDim2,RI,79,827,787-6132,yes,yes,300,8.610376833,2,5.930347473,7.401084912,3,6.360736461,0.816363558,150,7.299054626,4.934311268,8,1.856324228,9,True.
DummyDim2,LA,147,766,606-7046,yes,no,0,0.021099131,3,4.148448038,6.388171775,4,2.532707962,4.979591599,300,1.039595471,4.018081671,4,10.09680719,3,False.
DummyDim2,NJ,83,787,388-7101,no,no,0,5.23031302,5,6.567040245,7.316766233,1,4.437596336,0.957730897,200,6.820983172,5.781375604,4,1.524715264,11,True.
DummyDim2,NM,48,787,303-6425,yes,yes,300,1.821186681,6,5.67307807,7.120997581,8,2.687780134,3.369372534,300,2.734660161,6.119149188,6,6.202445142,3,False.
DummyDim2,LA,68,766,657-4355,no,yes,100,1.481149113,5,7.440935674,9.736183894,13,1.619100786,2.116283611,400,3.398709602,3.818872884,2,6.934354771,2,False.
DummyDim2,NH,111,787,718-5762,no,no,0,2.962124288,2,1.743439799,4.379340601,3,1.722687216,3.741108352,200,1.183277208,6.006137323,3,9.748200171,2,False.
DummyDim2,KY,182,758,511-6793,no,yes,0,13.01932515,3,10.19169492,6.21416362,4,7.72834831,2.175615068,150,8.486732175,4.688646475,7,2.097247254,5,True.
DummyDim2,KY,51,758,730-8650,yes,no,0,1.472370115,4,4.210484992,3.791764643,2,4.188692616,1.497614792,500,3.66724627,5.229552058,10,0.238617309,8,False.
DummyDim2,OK,6,797,484-5565,yes,yes,700,3.944981624,6,2.87973678,2.831342099,7,2.00061252,1.679486356,450,1.281450891,4.4290517,7,3.02546591,4,False.
DummyDim2,VA,166,866,401-2079,no,no,0,10.25022004,2,10.25374657,6.678446915,5,7.023478686,3.061893043,250,5.97720218,5.348026732,5,5.589358485,4,True.
DummyDim2,OH,128,797,845-1753,yes,yes,600,6.920730928,1,7.287899531,5.7186255,4,4.932597251,6.241621635,200,4.195686229,5.473878472,5,6.991304235,5,False.
DummyDim2,NV,7,788,179-4577,no,no,0,8.789663082,4,7.809725712,8.082056855,3,6.309647488,3.133426689,250,6.505682877,6.491357661,5,4.631665878,6,True.
DummyDim2,TN,117,847,576-1399,yes,yes,400,2.202585189,2,5.88065595,2.746979383,11,2.78884178,7.857895589,250,2.197168879,4.393573113,3,7.383546905,1,False.
DummyDim2,AK,24,657,549-8963,yes,no,0,6.776014017,2,6.073276257,4.505653774,2,6.187118511,4.778367735,150,5.57814807,3.933617879,3,5.260880661,6,True.
DummyDim2,MS,48,778,868-7769,no,yes,500,2.521285483,5,0.668987136,3.650119797,2,2.860949259,2.291386086,350,3.983767929,4.823343164,3,4.024359795,5,False.
DummyDim2,DE,73,686,418-8027,no,no,0,1.614325648,5,2.593406551,5.736865858,3,5.096617883,0.734179378,300,3.817170024,3.99092089,8,3.922394099,9,False.
